epoch,accuracy,learning_rate,loss,val_accuracy,val_loss,val_macro_f1,val_posthoc_accuracy
0,0.16883933544158936,0.0010000000474974513,2.3652048110961914,0.0853540226817131,2.5061957836151123,0.01310694072088174,0.08535402521823472
1,0.3802931010723114,0.0010000000474974513,1.8970352411270142,0.09117361903190613,2.4467201232910156,0.026789579456716495,0.09117361784675072
2,0.5320507287979126,0.0010000000474974513,1.4514036178588867,0.6146136522293091,1.4128704071044922,0.5809858819517905,0.6146136437116069
3,0.630225658416748,0.0010000000474974513,1.169988751411438,0.7765923142433167,0.7525156140327454,0.7570407215468745,0.7765923052053023
4,0.6908657550811768,0.0010000000474974513,0.991480827331543,0.7646297812461853,0.7446345090866089,0.7603975346706733,0.7646298092466861
5,0.7261080741882324,0.0010000000474974513,0.8710706830024719,0.8376980423927307,0.5134868025779724,0.8296360682169968,0.8376980278047204
6,0.7426953315734863,0.0010000000474974513,0.79787677526474,0.8341416120529175,0.5253093838691711,0.8340813140253265,0.8341416100872939
7,0.7655758261680603,0.0010000000474974513,0.7299516201019287,0.8483672738075256,0.47723066806793213,0.845696375380781,0.8483672809569996
8,0.7778027653694153,0.0010000000474974513,0.6853988766670227,0.841254472732544,0.49169445037841797,0.8398686191713137,0.8412544455221468
9,0.792367160320282,0.0010000000474974513,0.637252926826477,0.8357581496238708,0.5269397497177124,0.8313603654147511,0.835758163595215
10,0.8021217584609985,0.0010000000474974513,0.6086995005607605,0.8606531023979187,0.4532454013824463,0.860116246867909,0.8606530876172002
11,0.81443852186203,0.0010000000474974513,0.5719674825668335,0.8845781087875366,0.3691641390323639,0.8845901741394361,0.8845780795344326
12,0.8217657208442688,0.0010000000474974513,0.5497414469718933,0.8648561239242554,0.41537556052207947,0.8643116861393981,0.864856126737795
13,0.8325092196464539,0.0010000000474974513,0.5205569267272949,0.8839314579963684,0.3875165581703186,0.8831297878667784,0.8839314581312642
14,0.8371392488479614,0.0010000000474974513,0.5025763511657715,0.8787584900856018,0.3676386773586273,0.8792087919935588,0.8787584869059166
15,0.8441067934036255,0.0010000000474974513,0.47860613465309143,0.8758487105369568,0.41176870465278625,0.8764782368612257,0.8758486905916586
16,0.8538163900375366,0.0010000000474974513,0.453154981136322,0.8836081624031067,0.39293229579925537,0.8830875485158649,0.88360814742968
17,0.8516587018966675,0.0010000000474974513,0.444953978061676,0.8884578347206116,0.36412176489830017,0.8887283852087372,0.8884578079534433
18,0.8563786745071411,0.0010000000474974513,0.43522974848747253,0.8881344795227051,0.37304630875587463,0.8877496675469562,0.888134497251859
19,0.8658185601234436,0.0010000000474974513,0.4119282364845276,0.9004203081130981,0.32722944021224976,0.9006935059440756,0.9004203039120595
20,0.8690550923347473,0.0010000000474974513,0.40126168727874756,0.8916909098625183,0.3699493110179901,0.8918859226170698,0.8916909149692854
21,0.8776859045028687,0.0010000000474974513,0.38333699107170105,0.8897510766983032,0.3485065698623657,0.8902277387965052,0.8897510507597801
22,0.876966655254364,0.0010000000474974513,0.37450671195983887,0.8900743722915649,0.3707459270954132,0.8884165056043812,0.8900743614613643
23,0.8938685655593872,0.0005000000237487257,0.3306310772895813,0.9013902544975281,0.3155732750892639,0.9023225920261501,0.9013902360168121
24,0.8992627859115601,0.0005000000237487257,0.3168792426586151,0.8965405821800232,0.3210643529891968,0.8973104486099664,0.8965405754930488
25,0.9018250703811646,0.0005000000237487257,0.3077901005744934,0.9043000340461731,0.31901198625564575,0.9049880561596458,0.9043000323310701
26,0.9026342034339905,0.0005000000237487257,0.30086085200309753,0.9020368456840515,0.31727877259254456,0.9021910018758316,0.9020368574199806
27,0.9126135110855103,0.0002500000118743628,0.28039219975471497,0.895893931388855,0.32097458839416504,0.8966496362695232,0.8958939540898804
28,0.9121639728546143,0.0002500000118743628,0.27511873841285706,0.8981571197509766,0.3195258677005768,0.8991172132446653,0.8981571290009699
29,0.9179178476333618,0.0002500000118743628,0.26832690834999084,0.9033300876617432,0.3229464590549469,0.9037523749308346,0.9033301002263175
30,0.9177380204200745,0.0001250000059371814,0.264693021774292,0.9020368456840515,0.31355205178260803,0.9023815964504442,0.9020368574199806
31,0.9219635128974915,0.0001250000059371814,0.252766489982605,0.9000970125198364,0.32150864601135254,0.9009275311840713,0.9000969932104753
32,0.919491171836853,0.0001250000059371814,0.254724383354187,0.9023601412773132,0.31592679023742676,0.9030374996389973,0.9023601681215648
33,0.9227726459503174,0.0001250000059371814,0.2507320046424866,0.9030067920684814,0.31311288475990295,0.9036385212493312,0.9030067895247332
34,0.9224579930305481,0.0001250000059371814,0.25071650743484497,0.9004203081130981,0.3166457414627075,0.901114549023302,0.9004203039120595
35,0.92259281873703,0.0001250000059371814,0.24674662947654724,0.9020368456840515,0.31714367866516113,0.9029820956163164,0.9020368574199806
