epoch,accuracy,learning_rate,loss,val_accuracy,val_loss,val_macro_f1,val_posthoc_accuracy
0,0.29052412509918213,0.0010000000474974513,2.0707969665527344,0.2680245637893677,2.1954152584075928,0.19973186345108826,0.2680245716133204
1,0.484851211309433,0.0010000000474974513,1.6255849599838257,0.4497251808643341,1.6521222591400146,0.41038350264724893,0.4497251859036534
2,0.5951631665229797,0.0010000000474974513,1.3235700130462646,0.67119300365448,1.2005009651184082,0.6640948568634203,0.6711930164888458
3,0.6663220524787903,0.0010000000474974513,1.1153268814086914,0.7112835645675659,1.0387935638427734,0.70510078707724,0.7112835434852893
4,0.7056549787521362,0.0010000000474974513,0.9794795513153076,0.504688024520874,1.7145686149597168,0.5151655146203202,0.5046880051729712
5,0.734604001045227,0.0010000000474974513,0.8801383972167969,0.6954413056373596,0.9127077460289001,0.6913955390973592,0.6954413191076625
6,0.7543378472328186,0.0010000000474974513,0.8074114918708801,0.5842224359512329,1.2504545450210571,0.5867265508626831,0.5842224377626899
7,0.769711434841156,0.0010000000474974513,0.7529838681221008,0.7879081964492798,0.6892669200897217,0.7849518790463357,0.7879081797607501
8,0.7832419276237488,0.0010000000474974513,0.7039373517036438,0.5732298493385315,1.4130266904830933,0.569229543635067,0.5732298739088264
9,0.7986604571342468,0.0010000000474974513,0.6604432463645935,0.7245392799377441,0.8871339559555054,0.7147168018158175,0.7245392822502424
10,0.8149330019950867,0.0005000000237487257,0.609035074710846,0.8170061707496643,0.6131442785263062,0.8104300445965883,0.8170061429033301
11,0.8192933797836304,0.0005000000237487257,0.5962252616882324,0.794374406337738,0.6335409283638,0.7900390672572418,0.7943743937924346
12,0.8221702575683594,0.0005000000237487257,0.5789196491241455,0.7649531364440918,0.7471734881401062,0.7679210243374298,0.7649531199482703
13,0.8316102027893066,0.0002500000118743628,0.5529050230979919,0.827998697757721,0.5399979948997498,0.8266443507848641,0.8279987067571937
14,0.8333183526992798,0.0002500000118743628,0.5464624166488647,0.8315551280975342,0.5518507957458496,0.8305344862331504,0.8315551244746201
15,0.8369594812393188,0.0002500000118743628,0.5410176515579224,0.827028751373291,0.565762460231781,0.8249216727410839,0.827028774652441
16,0.841994047164917,0.0001250000059371814,0.521822452545166,0.870029091835022,0.4751001000404358,0.8689268842126975,0.8700290979631425
17,0.843117892742157,0.0001250000059371814,0.515052318572998,0.8351115584373474,0.5173904299736023,0.8322114239960098,0.8351115421920465
18,0.8406904339790344,0.0001250000059371814,0.5168444514274597,0.8483672738075256,0.4934350848197937,0.8473595005432802,0.8483672809569996
19,0.8451856374740601,6.25000029685907e-05,0.5091641545295715,0.8648561239242554,0.46862339973449707,0.8630788227458708,0.864856126737795
20,0.8479276895523071,6.25000029685907e-05,0.5067530870437622,0.869059145450592,0.4673789143562317,0.8675719309790635,0.8690591658583899
21,0.8471635580062866,6.25000029685907e-05,0.5014773011207581,0.8583899140357971,0.47587770223617554,0.8566264721898795,0.8583899127061105
22,0.8444664478302002,6.25000029685907e-05,0.502851665019989,0.8680892586708069,0.46667176485061646,0.8676444875200863,0.8680892337536372
23,0.8485121130943298,6.25000029685907e-05,0.49985650181770325,0.8600064516067505,0.4739881157875061,0.8588477441544006,0.8600064662140317
24,0.8482424020767212,6.25000029685907e-05,0.5007192492485046,0.8732622265815735,0.4567018151283264,0.8724333258808746,0.8732622049789848
25,0.8479276895523071,6.25000029685907e-05,0.4977884590625763,0.8587132096290588,0.4852123558521271,0.855525751484803,0.8587132234076948
26,0.8472084999084473,6.25000029685907e-05,0.49541527032852173,0.8684125542640686,0.45486700534820557,0.8670306114950374,0.8684125444552214
27,0.8483772277832031,6.25000029685907e-05,0.4938357174396515,0.863239586353302,0.4586859941482544,0.862921700252755,0.8632395732298739
28,0.8496808409690857,6.25000029685907e-05,0.49052563309669495,0.8609763979911804,0.4668581187725067,0.8605259716423487,0.8609763983187844
29,0.8488267660140991,3.125000148429535e-05,0.49002566933631897,0.8651794195175171,0.45988476276397705,0.8637042242665168,0.8651794374393792
30,0.8517935872077942,3.125000148429535e-05,0.48241204023361206,0.8722922801971436,0.44646283984184265,0.8705393750716278,0.8722922728742322
31,0.8497257828712463,3.125000148429535e-05,0.485844224691391,0.8771419525146484,0.4480597674846649,0.8759249802145804,0.8771419333979955
32,0.8503551483154297,3.125000148429535e-05,0.4839974343776703,0.8745554685592651,0.44286084175109863,0.8739098271158272,0.8745554477853217
33,0.8530072569847107,3.125000148429535e-05,0.48691144585609436,0.8722922801971436,0.45203015208244324,0.8708534116824546,0.8722922728742322
34,0.8545356392860413,3.125000148429535e-05,0.4805682599544525,0.8732622265815735,0.45079758763313293,0.8714306473254311,0.8732622049789848
35,0.8517935872077942,1.5625000742147677e-05,0.48419418931007385,0.8752020597457886,0.44279244542121887,0.8735123491011114,0.8752020691884901
36,0.8544008135795593,1.5625000742147677e-05,0.4788246154785156,0.8755253553390503,0.44378945231437683,0.8738865589596472,0.8755253798900744
37,0.8523330092430115,7.812500371073838e-06,0.4819020628929138,0.8739088177680969,0.44330093264579773,0.872404682867241,0.8739088263821533
38,0.8545805811882019,7.812500371073838e-06,0.4756474494934082,0.8755253553390503,0.44270241260528564,0.8738099827662604,0.8755253798900744
39,0.8533219695091248,7.812500371073838e-06,0.47963279485702515,0.8752020597457886,0.4419270157814026,0.8741537659802301,0.8752020691884901
